password,length,has_lower,has_upper,has_digit,has_symbol,unique_ratio,longest_run,has_year_like,has_common_word,has_keyboard_walk,has_sequential_digits,entropy_bits,strength_score,label
sara2000,8,1,0,1,0,0.625,3,1,0,0,0,41.359,25.359,Weak
123456788554,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
qq9a2VCXYns,11,1,1,1,0,0.9091,2,0,0,0,0,65.496,65.496,Medium
rB7t#lH%,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
vVGDqDtWr,9,1,1,0,0,0.8889,1,0,0,0,0,51.304,51.304,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
qwerty3062,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
EES/jkT*.v8buG;Uv%V_,20,1,1,1,1,0.9,2,0,0,0,0,131.092,131.092,Strong
1DBvljjG9,9,1,1,1,0,0.8889,2,0,0,0,0,53.588,53.588,Medium
1234562424,10,0,0,1,0,0.6,1,0,1,1,1,33.219,0.0,Weak
C:k=.c/n:f6;3tE!#V,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
welcome3560,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
j3@NCetnqd3Z,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
football3828,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
omar2022!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
adam200912,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
123456784066,12,0,0,1,0,0.75,2,0,1,1,1,39.863,5.863,Weak
iloveyou3600,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
Maya2004,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
Maya201712,10,1,1,1,0,0.7,1,1,0,0,0,59.542,49.542,Medium
maya2003@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
letmein5623,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
uJFPJdyyGPy,11,1,1,0,0,0.6364,2,0,0,0,0,62.705,62.705,Medium
ahmed201412,11,1,0,1,0,0.8182,1,1,0,0,0,56.869,46.869,Medium
y84AnIzU,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
qwerty4410,10,1,0,1,0,0.9,2,0,1,1,0,51.699,25.699,Weak
eDK7wI1a,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
]V1/1gBO2xy|(dtR,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
JfELs5zmjQ,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
QADtD6dP,8,1,1,1,0,0.875,1,0,0,0,0,47.634,47.634,Medium
qwerty6584,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
GxJH:.ZqMl2.,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
noor20071,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
XfH#zo$rin*p,12,1,1,0,1,1.0,1,0,0,0,0,76.708,76.708,Strong
admin6936,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
--2FG?Jc0e^)wN8/=q.,19,1,1,1,1,0.9474,2,0,0,0,0,124.537,124.537,Strong
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
maya199112,10,1,0,1,0,0.6,2,1,0,0,0,51.699,41.699,Medium
=wxz*h$TSCu9,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
Noor2020,8,1,1,1,0,0.625,2,1,0,0,0,47.634,37.634,Medium
7n6Df6Ie,8,1,1,1,0,0.875,1,0,0,0,0,47.634,47.634,Medium
N820OaRzI9T4,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
admin1764,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
vxwqv71Ainl1,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
monkey214,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
S8j0j@bs8w@,11,1,1,1,1,0.7273,1,0,0,0,0,72.1,72.1,Strong
r+GTRK3+8w3l,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
abc1233459,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
football8106,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
Omar2007#,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
nEipsiRo,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
z*{tQ0R(G3Wz90,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
r599PjOu6,9,1,1,1,0,0.8889,2,0,0,0,0,53.588,53.588,Medium
pVxKOh93I,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
=|:=J!2;X;u9C*7q,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
letmein5238,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
xo0+DC@U/:yZkI,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
2$*tLglIov,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
K6cFG;(]]yl=xZN{],17,1,1,1,1,0.8824,2,0,0,0,0,111.428,111.428,Strong
"(+#ul6GK}HT{,$",14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
9B+qmnro+Yi%7xdhjb,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
123456788820,12,0,0,1,0,0.75,3,0,1,1,1,39.863,0.0,Weak
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
abc1238050,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
welcome4400,11,1,0,1,0,0.7273,2,0,1,0,0,56.869,38.869,Medium
iqFgrfezF,9,1,1,0,0,0.8889,1,0,0,0,0,51.304,51.304,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Y@3kNZom67,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
Adam20031,9,1,1,1,0,0.8889,2,1,0,0,0,53.588,43.588,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
6y+Rt6B09Mmy,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
abc1234507,10,1,0,1,0,1.0,1,0,1,1,1,51.699,17.699,Weak
D4Eab!pA1O,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
h3n^AQSH3HJ7,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
8.]?uET]QPpg,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
lina200612,10,1,0,1,0,0.8,2,1,0,0,0,51.699,41.699,Medium
ahmed2000#,10,1,0,1,1,0.8,3,1,0,0,0,60.875,44.875,Medium
oN6Wqu%%+xJw,12,1,1,1,1,0.9167,2,0,0,0,0,78.655,78.655,Strong
maya199612,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
K2p4S+w1O_=B$;;/5:$&,20,1,1,1,1,0.9,2,0,0,0,0,131.092,131.092,Strong
JI4PSTiIhHJL,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
Noor1999#,9,1,1,1,1,0.6667,3,1,0,0,0,58.991,42.991,Medium
d/#kN2FS*h(bU:9=j,17,1,1,1,1,1.0,1,0,0,0,0,111.428,111.428,Strong
maya200112,10,1,0,1,0,0.6,2,1,0,0,0,51.699,41.699,Medium
Mohamed19941,12,1,1,1,0,0.8333,2,1,0,0,0,71.45,61.45,Medium
qwerty1560,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
UmUHQzvc,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
password6209,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
vgJ7qTZimH,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
cbZZ0Erq,8,1,1,1,0,0.875,2,0,0,0,0,47.634,47.634,Medium
mohamed2017,11,1,0,1,0,0.9091,1,1,0,0,0,56.869,46.869,Medium
123456787810,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
omar2012,8,1,0,1,0,0.875,1,1,0,0,0,41.359,31.359,Weak
tqG=_X7NusbU,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
5kYFEXZw4X,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
E!Dt+8v+l,9,1,1,1,1,0.8889,1,0,0,0,0,58.991,58.991,Medium
xt3#e*pKYF,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
QcY.22;:OKf9=oE?7,17,1,1,1,1,0.9412,2,0,0,0,0,111.428,111.428,Strong
Q8;opDv4.|vD,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
admin3476,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
swZzuujdXgm,11,1,1,0,0,0.9091,2,0,0,0,0,62.705,62.705,Medium
password3332,12,1,0,1,0,0.75,3,0,1,0,0,62.039,38.039,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
e!ow98@o,8,1,0,1,1,0.875,1,0,0,0,0,48.7,48.7,Medium
GXf^s&ro,8,1,1,0,1,1.0,1,0,0,0,0,51.139,51.139,Medium
rYT6QUwFw!3@,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
dragon2879,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
password8860,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
d%%Wqo3L,8,1,1,1,1,0.875,2,0,0,0,0,52.437,52.437,Medium
s4%j$CxPw,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
F4lBJi94Y,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
0!.l-rbjxH#NNo4i.,17,1,1,1,1,0.8824,2,0,0,0,0,111.428,111.428,Strong
omar2002123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
monkey8935,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
123456789243,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
PZ3FUiALM,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
mohamed2002!,12,1,0,1,1,0.75,2,1,0,0,0,73.05,63.05,Medium
letmein8049,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
gH^w7YKszy0A,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
Mohamed200912,13,1,1,1,0,0.8462,2,1,0,0,0,77.405,67.405,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
D@&vpfQZ6,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
$e1XQqT08,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
yOFUZRhr29kOFJO*,16,1,1,1,1,0.8125,1,0,0,0,0,104.873,104.873,Strong
G=u9kif$z9,10,1,1,1,1,0.9,1,0,0,0,0,65.546,65.546,Medium
noor202612,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
i%0U26z_,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
M/%(hdp/rPE{eRBxo9,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
bYsaSTi9s,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
9k=M_JOq#EjQD,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
[0bn/eVw(qx4/PzJ_P%/,20,1,1,1,1,0.85,1,0,0,0,0,131.092,131.092,Strong
Adam2019123,11,1,1,1,0,0.8182,1,1,0,0,0,65.496,55.496,Medium
z9nk69lZuT,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
iloveyou8395,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
YV9kkLk$9,9,1,1,1,1,0.6667,2,0,0,0,0,58.991,58.991,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
tjyuLDMH3Yt,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
123456787824,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
GxFh-i-D,8,1,1,0,1,0.875,1,0,0,0,0,51.139,51.139,Medium
WhDMZzp5$ax,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
welcome9694,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
BMhUCJCVcbg,11,1,1,0,0,0.9091,1,0,0,0,0,62.705,62.705,Medium
Qz&^Fqtl}8Nat$sF,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
abc1233615,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
j(j$jcup;gS2,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
qwerty2705,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
+4TQFYYRHT,10,0,1,1,1,0.8,2,0,0,0,0,60.875,60.875,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
4u4Lvs0q,8,1,1,1,0,0.875,1,0,0,0,0,47.634,47.634,Medium
Maya20091,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
Sara2011123,11,1,1,1,0,0.6364,3,1,0,0,0,65.496,49.496,Medium
47dNLGt063ul,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
1l]*&bwHt9IBJk^HqIB,19,1,1,1,1,0.8421,1,0,0,0,0,124.537,124.537,Strong
H$oL*SD[Y$z8,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
sara20071,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
Lina2018#,9,1,1,1,1,1.0,1,1,0,0,0,58.991,48.991,Medium
lina201312,10,1,0,1,0,0.8,1,1,0,0,0,51.699,41.699,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Adam200512,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
MECkylvPXFAj,12,1,1,0,0,1.0,1,0,0,0,0,68.405,68.405,Medium
welcome4573,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
5tu889xo,8,1,0,1,0,0.875,2,0,0,0,0,41.359,41.359,Medium
tehv0St&a@e,11,1,1,1,1,0.8182,1,0,0,0,0,72.1,72.1,Strong
noor19941,9,1,0,1,0,0.6667,2,1,0,0,0,46.529,36.529,Medium
admin2695,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
UYsQT=l1QNyH{07,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
D#]A;+m/lt$lnco)el8,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
sb1yR@rI,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
abc1238797,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
1234567295,10,0,0,1,0,0.8,1,0,1,1,1,33.219,0.0,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
sara2020#,9,1,0,1,1,0.6667,1,1,0,0,0,54.787,44.787,Medium
1234562956,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
noor2010,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
Sara2022123,11,1,1,1,0,0.6364,2,1,0,0,0,65.496,55.496,Medium
MwMmHKFJEj,10,1,1,0,0,0.9,1,0,0,0,0,57.004,57.004,Medium
n]3-9jZ^5@SHpk%L@Y,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
omar201812,10,1,0,1,0,0.8,1,1,0,0,0,51.699,41.699,Medium
Mohamed2020123,14,1,1,1,0,0.7857,1,1,0,0,1,83.359,65.359,Medium
CB9Z8Pp5W,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
password5878,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
password2425,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
zG?A!O9L0!WWO,13,1,1,1,1,0.7692,2,0,0,0,0,85.21,85.21,Strong
sh]&ZWYKSh4e@zo$,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
Iujdu|a=e;lY8KNA,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
Mohamed2004@,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
123456787058,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
letmein3414,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
Rmv7XiZXqzlS,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
password7885,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
football6994,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
5=mc[]x?qb)]Y+U#u;U,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
football1715,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
sara2012!,9,1,0,1,1,0.7778,1,1,0,0,0,54.787,44.787,Medium
lina202412,10,1,0,1,0,0.8,1,1,0,0,0,51.699,41.699,Medium
uioUAgpF,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
xGTksTFW&S,10,1,1,0,1,0.9,1,0,0,0,0,63.923,63.923,Medium
adam2007123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
1234566117,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
h;@9h^z[U.Ja3F,14,1,1,1,1,0.9286,1,0,0,0,0,91.764,91.764,Strong
iloveyou8320,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
Sq8JmdVmIB,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
iloveyou6129,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
1234568646,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
iloveyou4090,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
L+b5(wNCyZpZ,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
wU(EXW(t|Kh3,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
UB9BegFs7,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
4Z7+%50MKA,10,0,1,1,1,1.0,1,0,0,0,0,60.875,60.875,Medium
football4518,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
cc6C8YvxKpN,11,1,1,1,0,0.9091,2,0,0,0,0,65.496,65.496,Medium
}&ngsOc@&Py4B,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
xb39tz_q6,9,1,0,1,1,1.0,1,0,0,0,0,54.787,54.787,Medium
Omar20161,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
noor1995@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
iloveyou9029,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
0P9GRPETWXm,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
Sara2026@,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
"1?e,rI=mqN0_cuU[?W&",19,1,1,1,1,0.9474,1,0,0,0,0,124.537,124.537,Strong
iloveyou156,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
ahmed1992,9,1,0,1,0,0.8889,2,1,0,0,0,46.529,36.529,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
maya2002!,9,1,0,1,1,0.6667,2,1,0,0,0,54.787,44.787,Medium
ftB3WSEO2d9,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
1234566727,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
hr7FUv2kw,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
letmein3708,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
maya2001123,11,1,0,1,0,0.6364,2,1,0,0,0,56.869,46.869,Medium
9h/Sg4Q6(bI9_,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
uWIq-%4+5gVE,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Noor1993,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
n*mI7WrrvlH6|kn+Tq,18,1,1,1,1,0.8889,2,0,0,0,0,117.983,117.983,Strong
Adam2012!,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
Noor2018123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
KG8QT2%/rPHu7/!p),17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
&7!fci-I*J,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
Omar202312,10,1,1,1,0,0.8,1,1,0,0,0,59.542,49.542,Medium
Noor2017,8,1,1,1,0,0.875,2,1,0,0,0,47.634,37.634,Medium
Ahmed20101,10,1,1,1,0,0.8,1,1,0,0,0,59.542,49.542,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
maya2024#,9,1,0,1,1,0.7778,1,1,0,0,0,54.787,44.787,Medium
dragon7294,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
qwerty0572,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
iloveyou9068,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
mohamed1998@,12,1,0,1,1,0.8333,2,1,0,0,0,73.05,63.05,Medium
WFnJIVFS,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
dragon520,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
qwerty098,9,1,0,1,0,1.0,1,0,1,1,0,46.529,20.529,Weak
abc1231628,10,1,0,1,0,0.8,1,0,1,0,0,51.699,33.699,Weak
I8ePJfoE,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
",tJ;i5Gxq/0OG)&Rogn",19,1,1,1,1,0.9474,1,0,0,0,0,124.537,124.537,Strong
123456781864,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
CGeq8lBRW8,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
sara2021@,9,1,0,1,1,0.7778,1,1,0,0,0,54.787,44.787,Medium
$8PUEP?R}@*5;--h,16,1,1,1,1,0.875,2,0,0,0,0,104.873,104.873,Strong
qwerty7164,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
+6?H;ttJNl4SA[,14,1,1,1,1,0.9286,2,0,0,0,0,91.764,91.764,Strong
DxoA89i2hWa,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
welcome5494,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
SLdjsF3x,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
ahmed2020123,12,1,0,1,0,0.75,1,1,0,0,1,62.039,44.039,Medium
1234564249,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
k.I(:rAJ?5]_,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
letmein5460,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
l5h2@-zX!2,10,1,1,1,1,0.9,1,0,0,0,0,65.546,65.546,Medium
"+2%6+{q%WEg&vPC,}e",18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
abc1236191,10,1,0,1,0,0.8,1,0,1,0,0,51.699,33.699,Weak
Ahmed2007,9,1,1,1,0,0.8889,2,1,0,0,0,53.588,43.588,Medium
Sara2000@,9,1,1,1,1,0.6667,3,1,0,0,0,58.991,42.991,Medium
31cZGfWHXu7^(20z%b,18,1,1,1,1,1.0,1,0,0,0,0,117.983,117.983,Strong
qwerty7724,10,1,0,1,0,0.9,2,0,1,1,0,51.699,25.699,Weak
Noor2022,8,1,1,1,0,0.625,2,1,0,0,0,47.634,37.634,Medium
Noor20121,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
monkey5924,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
maya20251,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
3Th9nLwuros,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
Qlu8xTJdY0G,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
@#Z[!9|t(&6C3,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
qwerty3470,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
Maya2010!,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
yk^fe+&:ZFzjZXS}C5,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
admin535,8,1,0,1,0,0.875,1,0,1,0,0,41.359,23.359,Weak
ahmed2015,9,1,0,1,0,1.0,1,1,0,0,0,46.529,36.529,Medium
dragon119,9,1,0,1,0,0.8889,2,0,1,0,0,46.529,28.529,Weak
3h90JNkprI,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
